1.331500	0.000000
1.357763	0.000000
1.384025	0.000000
1.410288	0.000000
1.436551	0.000000
1.462813	0.000000
1.489076	0.000000
1.515338	0.000000
1.541601	0.000000
1.567864	0.000000
1.594126	0.000000
1.620389	0.000000
1.646652	0.000000
1.672914	0.000000
1.699177	0.000000
1.725439	0.000000
1.751702	0.000000
1.777965	0.000000
1.804227	0.000000
1.830490	0.000000
1.856753	0.000000
1.883015	0.000000
1.909278	0.000000
1.935540	0.000000
1.961803	0.000000
1.988066	0.000000
2.014328	0.000000
2.040591	0.000000
2.066854	0.000000
2.093116	0.000000
2.119379	0.000000
2.145641	0.000000
2.171904	0.000000
2.198167	0.000000
2.224429	0.000000
2.250692	0.000000
2.276955	0.000000
2.303217	0.000000
2.329480	0.000000
2.355742	0.000000
2.382005	0.000000
2.408268	0.000000
2.434530	0.000000
2.460793	0.000000
2.487056	0.000000
2.513318	0.000000
2.539581	0.000000
2.565843	0.000000
2.592106	0.000000
2.618369	0.000000
2.644631	0.000000
2.670894	0.000000
2.697157	0.000000
2.723419	0.000000
2.749682	0.000000
2.775944	0.000000
2.802207	0.000000
2.828470	0.000000
2.854732	0.000000
2.880995	0.000000
2.907258	0.000000
2.933520	0.000000
2.959783	0.000000
2.986045	0.000000
3.012308	0.000000
3.038571	0.000000
3.064833	0.000000
3.091096	0.000000
3.117359	0.000000
3.143621	0.000000
3.169884	0.000000
3.196146	0.000000
3.222409	0.000000
3.248672	0.000000
3.274934	0.000000
3.301197	0.000000
3.327460	0.000000
3.353722	0.000000
3.379985	0.000000
3.406247	0.000000
3.432510	0.000000
3.458773	0.000000
3.485035	0.000000
3.511298	0.000000
3.537561	0.000000
3.563823	0.000000
3.590086	0.000000
3.616348	0.000000
3.642611	0.000000
3.668874	0.000000
3.695136	0.000000
3.721399	0.000000
3.747662	0.000000
3.773924	0.000000
3.800187	0.000000
3.826449	0.000000
3.852712	0.000000
3.878975	0.000000
3.905237	0.000000
3.931500	0.000000
